Gammahat	gammahat	s.Y	s.X
0.272434934915631	0.988931526983824	0.311167445319772	0.224692359496423
0.219955660341544	0.847038782487872	0.273381121927066	0.21370666631965
0.186353239043632	0.883327547730053	0.318069263689441	0.240153006054121
0.058102136577483	0.990672452396493	0.295206797250934	0.219936508203853
0.922938802021836	-0.891876454156515	0.281996595501381	0.216827175368185
-0.314741968172216	-2.08997844829696	0.320511076700049	0.225825753525344
0.505627645338656	-0.99254743204838	0.290032976708033	0.224639488486748
-2.12881709520701	-2.37460443761627	0.293076933974636	0.222553733501674
0.746377796643104	-1.59212330735065	0.273996029829271	0.234255246873036
0.535447179152123	-0.884114117554705	0.270908710224964	0.20956342351709
-0.157030919865906	-0.951500721033919	0.280396468353599	0.20218298497138
-0.0419683453972554	-0.919916996106166	0.301112742050488	0.230630829420695
0.694145653360296	-0.908967240559068	0.300594379576315	0.235810277421837
-0.986060328272164	0.847038782487872	0.309347969217244	0.222148148471865
0.376648583573223	-0.906981537863167	0.272871004910618	0.228242549933827
0.0208775295263266	0.860154592004318	0.287913487703009	0.219951665443414
0.118082969232348	1.01576478174715	0.309141410435433	0.228387855842278
0.83002871908139	-1.28284780216753	0.287021928418273	0.235561471900922
0.0366635509880676	-0.937205433921026	0.305710934700673	0.215419152924201
0.115034131595494	-0.869350406347312	0.314810460996408	0.239907967063162
0.696957871014139	-0.876436568358735	0.317142182016848	0.222864330380477
-0.292077430145744	-0.904549756034691	0.293008919109856	0.223523313115598
-0.389450440011262	0.955858909217944	0.296265154134117	0.233742139495325
-0.323196546564672	-1.12812533770171	0.288523895260607	0.237099114229686
0.691455011203206	1.51493142796304	0.276576073180306	0.203797736036598
0.810808357187172	-1.05223148555903	0.30856680838306	0.224934748914758
0.934119675865848	-1.028623765253	0.273095670133299	0.233924243001603
0.0800979927215103	0.908288721226955	0.315057464490678	0.217799826353801
-0.433575502651456	1.05581396753546	0.286296017890269	0.227632938125351
-0.390967534480808	0.965861673696186	0.30451391677665	0.211128149961624
-0.407424973897073	1.4112530555384	0.318213529828948	0.214080438891641
-0.27870771550519	1.04914933459659	0.280466012594861	0.230954660309863
0.988111919514869	-0.851576940697031	0.309139636781531	0.232174257217719
0.097222281901082	0.874491234863294	0.273183657332368	0.212350701672991
-0.124258611724807	0.870955914711324	0.272079163407393	0.221952481837028
-0.0800979927215103	0.900768683776696	0.297009033114878	0.208038859470373
0.483586550228894	-0.893355172048174	0.27856935989041	0.210007482281357
0.314741968172216	-0.874491234863294	0.313610646931491	0.229014504087868
-0.33222232829362	-0.927124176451623	0.285465957792886	0.206073946931916
0.0745141572169331	-0.869350406347312	0.287869207789751	0.234932278020708
0.500750198021846	-1.57366191358152	0.306371330715377	0.240463210767285
0.0446308102744548	-0.910378638118749	0.309859063393708	0.212105530652934
-0.465928687971059	0.869350406347312	0.318880089897187	0.236846520943561
0.234147096562197	-0.931664762062437	0.320204119621703	0.213108538371873
0.058102136577483	-1.22224600118772	0.310555443225568	0.224198215659657
0.254962943825323	-0.899780244271683	0.276407630220467	0.22499625044625
