Y1 Y2 Y3 Y4 X1 X2 X3 X4 X5
24 17 5 4 0.287577520124614 0.273622734239325 0.159673980204388 0.205826920224354 0.304464184911922
28 21 0 1 0.788305135443807 0.593866932671517 0.144515851279721 0.942539047449827 0.83281878195703
14 24 0 12 0.4089769218117 0.160184813430533 0.149180392036214 0.379323791945353 0.593647508416325
25 19 0 6 0.883017404004931 0.853430238785222 0.514434259850532 0.626240141224116 0.807196641340852
13 13 5 19 0.940467284293845 0.847739157732576 0.492827306268737 0.183502401923761 0.294050777796656
30 18 1 1 0.0455564993899316 0.477886812528595 0.616342768538743 0.659207618329674 0.14108522166498
33 16 1 0 0.528105488047004 0.773692122427747 0.447422890691087 0.734692910686135 0.888621102552861
17 25 0 8 0.892419044394046 0.295400080503896 0.0556767152156681 0.495679432991892 0.00828500417992473
34 15 0 1 0.551435014465824 0.0656281118281186 0.00539630954153836 0.868718743789941 0.569120652973652
31 13 2 4 0.456614735303447 0.44053312484175 0.221834201132879 0.831837944453582 0.967550189932808
30 19 1 0 0.956833345349878 0.462098857853562 0.850963223958388 0.983298825332895 0.269188763340935
36 14 0 0 0.453334156190977 0.340934370178729 0.267346206121147 0.666850225068629 0.983960070647299
38 11 0 1 0.677570635452867 0.185140318702906 0.598600273253396 0.642860142048448 0.035389487631619
25 6 5 14 0.572633401956409 0.506997726857662 0.608599697239697 0.0451452848501503 0.257976430468261
22 15 1 12 0.102924682665616 0.019191030645743 0.992158440407366 0.190846442477778 0.259891121415421
25 24 0 1 0.899824970401824 0.773686039494351 0.191189960809425 0.0325872437097132 0.948188487673178
29 20 0 1 0.24608773435466 0.55966507922858 0.753390584606677 0.847194477915764 0.979622738668695
40 7 2 1 0.0420595335308462 0.64146263920702 0.242387337144464 0.424457255983725 0.734384863637388
29 14 1 6 0.327920719282702 0.468432118650526 0.327452220022678 0.817203438607976 0.28747975663282
9 2 0 39 0.954503649147227 0.279223810648546 0.00353549467399716 0.151659993221983 0.408959118416533
27 21 0 2 0.889539316063747 0.461216570343822 0.997424143599346 0.405844105640426 0.201577648054808
35 14 0 1 0.6928034061566 0.792738341726363 0.438059504376724 0.722508931532502 0.766586359124631
39 10 0 1 0.640506813768297 0.585565576329827 0.997688744915649 0.0596338284667581 0.743104939814657
11 15 15 9 0.994269776623696 0.394758985843509 0.196719169151038 0.330349223222584 0.49846138083376
26 14 4 6 0.655705799115822 0.811237349640578 0.111476795747876 0.776764001930133 0.670499595580623
34 13 1 2 0.708530468167737 0.318563093896955 0.250736450543627 0.840459345141426 0.752462793607265
34 16 0 0 0.544066024711356 0.581447338219732 0.680476603098214 0.870581530267373 0.773862918838859
26 21 0 3 0.59414202044718 0.455488957930356 0.577254296746105 0.953041901579127 0.6051693004556
20 16 2 12 0.28915973729454 0.268803449813277 0.416347296210006 0.38395575247705 0.390515743521973
26 23 1 0 0.147113647311926 0.555177204776555 0.729181243572384 0.950631966581568 0.671057573053986
28 22 0 0 0.963024232536554 0.231230884324759 0.574189733015373 0.704104625619948 0.869207811541855
9 18 0 23 0.902299045119435 0.54323289799504 0.5776351490058 0.421981393825263 0.436402873136103
28 15 0 7 0.690705278422683 0.447570141172037 0.589999127434567 0.39131609397009 0.120476344367489
2 39 0 9 0.795467417687178 0.130288136890158 0.222928340081125 0.21056674560532 0.61895335954614
27 7 0 16 0.0246136845089495 0.62172598275356 0.103492298629135 0.752480180934072 0.480508751003072
22 23 4 1 0.477795971091837 0.547994283260778 0.736506026936695 0.445077850483358 0.923893089639023
22 28 0 0 0.758459537522867 0.149244213709608 0.612403756240383 0.453314842423424 0.240672685205936
42 3 0 5 0.216407935833558 0.559545869240537 0.951212360523641 0.0832508592866361 0.776481575565413
31 15 1 3 0.318181007634848 0.42688557645306 0.959875865606591 0.365169028751552 0.751987888244912
32 18 0 0 0.231625785352662 0.447730098385364 0.744836050085723 0.894952905829996 0.676482424838468
14 33 1 2 0.142800022382289 0.833294771611691 0.434830145677552 0.544437845936045 0.551719463896006
22 9 1 18 0.414546335814521 0.719587282743305 0.174775137333199 0.0308270663954318 0.59786053118296
29 16 3 2 0.413724326295778 0.456886755535379 0.435288068838418 0.388433083193377 0.866437581600621
18 28 0 4 0.368845450924709 0.521264262963086 0.762458187760785 0.113395245978609 0.495340712601319
30 19 0 1 0.152444747742265 0.24245707760565 0.919029311044142 0.277254458982497 0.980228964006528
26 23 0 1 0.13880606344901 0.0758608346804976 0.906697582919151 0.719519831007347 0.0693746872711927
19 26 2 3 0.233034099452198 0.391295091249049 0.815512828994542 0.376025184988976 0.555928963935003
18 16 0 16 0.465962450252846 0.0131082159932703 0.199752942658961 0.634459954453632 0.189373525325209
30 6 6 8 0.265972640365362 0.867499468615279 0.049625585321337 0.496747792465612 0.296457481570542
24 26 0 0 0.857827715342864 0.992615673691034 0.478948525618762 0.807486457750201 0.841004121815786
30 17 0 3 0.0458311666734517 0.7088553882204 0.590393368853256 0.582188408123329 0.205107101239264
15 27 0 8 0.442200074205175 0.826715490315109 0.0966202358249575 0.172012803377584 0.582719089696184
25 23 0 2 0.798924845643342 0.891896269517019 0.950890234904364 0.937291039619595 0.396262198220938
10 8 31 1 0.12189925997518 0.53941073268652 0.162743138615042 0.0538108746986836 0.305571276228875
29 9 5 7 0.560947983758524 0.555313591845334 0.921506262617186 0.0872321871574968 0.472255289321765
38 11 1 0 0.20653138961643 0.276439883746207 0.127775072818622 0.841558005660772 0.743249097838998
26 21 0 3 0.127531650243327 0.659197925822809 0.662739590508863 0.420889260945842 0.976803606608883
40 9 0 1 0.753307864302769 0.243435242446139 0.784041927428916 0.717486052773893 0.156263851327822
25 18 0 7 0.895045359153301 0.288266204763204 0.764613161794841 0.736150731099769 0.129425811348483
23 24 0 3 0.374462775886059 0.715780958533287 0.672570310533047 0.987470545107499 0.580559302819893
13 33 4 0 0.665115194628015 0.727533633122221 0.115665902383626 0.960967119550332 0.137149174930528
30 17 2 1 0.0948406609240919 0.173043038696051 0.851301487535238 0.141793734394014 0.20199644449167
31 11 0 8 0.383969637798145 0.306311258813366 0.617961594834924 0.664951315848157 0.341649064561352
12 9 7 22 0.27438364457339 0.369907276704907 0.836411555996165 0.0331542422063649 0.265900946687907
32 12 0 6 0.814640038879588 0.0777215543203056 0.169928224757314 0.494513350538909 0.721585981547832
15 31 1 3 0.448516341391951 0.713150188792497 0.0102812200784683 0.791352422675118 0.695491484366357
24 16 0 10 0.810064353048801 0.550922729074955 0.323469731258228 0.379209753591567 0.794208727078512
18 23 8 1 0.812389509519562 0.135865396354347 0.269682724494487 0.948299361392856 0.274469998665154
17 31 0 2 0.794342321110889 0.974163694074377 0.825261356076226 0.660675780382007 0.181956361979246
18 28 0 4 0.439831687603146 0.561963158892468 0.933661737013608 0.432765095261857 0.462603667052463
36 9 4 1 0.754475158639252 0.788409381639212 0.127791483653709 0.838682598201558 0.550545076839626
30 19 0 1 0.629221131559461 0.848914084257558 0.913337606238201 0.804698722902685 0.622717714169994
17 22 5 6 0.710182401351631 0.878041774732992 0.605233947746456 0.427062305156142 0.482893423875794
11 32 4 3 0.000624773325398564 0.800476373871788 0.400285166455433 0.329390509519726 0.129830974154174
27 23 0 0 0.475316574098542 0.640148486476392 0.665795303415507 0.565040512941778 0.883996807038784
35 13 0 2 0.220118885161355 0.628927760757506 0.767599277198315 0.861229171976447 0.991317927837372
39 10 0 1 0.379816537722945 0.271409004693851 0.521895700134337 0.585871024755761 0.861965436022729
23 14 0 13 0.612771003274247 0.0299398254137486 0.394507517106831 0.645120128290728 0.852250717813149
31 19 0 0 0.351797909243032 0.41986421495676 0.965786833548918 0.767084069550037 0.37741360720247
19 28 1 2 0.111135424347594 0.35543467104435 0.0489855406340212 0.692857024027035 0.617076499853283
32 9 0 9 0.243619472719729 0.392331253970042 0.153308271663263 0.866797682829201 0.518342392519116
15 27 0 8 0.66805558744818 0.171936832368374 0.696839065523818 0.094697552267462 0.0369292099494487
16 31 1 2 0.417646779678762 0.319642119342461 0.727785873226821 0.609939294168726 0.743032434489578
32 14 1 3 0.788195834029466 0.413555064238608 0.108379415469244 0.240874789655209 0.842428504256532
25 18 6 1 0.102864644257352 0.759335696697235 0.464568545576185 0.469641658943146 0.0491153171751648
25 24 0 1 0.434892741497606 0.271890205098316 0.642125536222011 0.28392208670266 0.893289207713678
22 13 13 2 0.984956979984418 0.115582457045093 0.397110937861726 0.918441278627142 0.37817745283246
36 14 0 0 0.893051114398986 0.0293366149999201 0.990430257050321 0.399744049180299 0.695564301451668
23 26 0 1 0.886469060787931 0.806855297880247 0.678708809893578 0.565344660310075 0.717311362503096
33 16 0 1 0.175052650272846 0.480126436566934 0.315318457549438 0.0808770123403519 0.682524946751073
8 39 0 3 0.130695691565052 0.806247940286994 0.153769260039553 0.942700184881687 0.300406356109306
37 13 0 0 0.653101925039664 0.0790056816767901 0.301251735771075 0.735778605332598 0.302623182768002
11 13 0 26 0.343516472261399 0.115337409544736 0.0945155306253582 0.475312216207385 0.476110398303717
25 2 13 10 0.656758127966896 0.12941628950648 0.0268755068536848 0.181843248661608 0.0484824839513749
22 27 0 1 0.320373242488131 0.738748542033136 0.310483304318041 0.730366880539805 0.491619820008054
14 35 0 1 0.187691119266674 0.757098533445969 0.742438868619502 0.61462704394944 0.588624723721296
20 22 0 8 0.782294301316142 0.992455308558419 0.960092212306336 0.0610415900591761 0.234639328438789
34 16 0 0 0.0935949867125601 0.624552987283096 0.415802662726492 0.0532953832298517 0.96463824948296
17 29 1 3 0.46677904156968 0.288690108573064 0.522235407261178 0.455256314948201 0.15999466041103
20 17 0 13 0.511505459900945 0.199911774368957 0.0675197287928313 0.180962136946619 0.575237983837724
21 28 0 1 0.59998895926401 0.800917848711833 0.629841805435717 0.491305924020708 0.420792212244123
6 32 7 5 0.332823540316895 0.727762710303068 0.353413787204772 0.98187144822441 0.12242970848456
24 25 0 1 0.488613033667207 0.217047974700108 0.42471465212293 0.224122107261792 0.364285207353532
37 13 0 0 0.954473827499896 0.744238505372778 0.963768790708855 0.712528655305505 0.998726159567013
33 13 2 2 0.4829023971688 0.866653708275408 0.680998486932367 0.150126059306785 0.797886293148622
37 12 0 1 0.890350222121924 0.52940575638786 0.718463884433731 0.525725839426741 0.34985151165165
27 22 0 1 0.914438186911866 0.598638546885923 0.170629765372723 0.828475823393092 0.936977054690942
21 29 0 0 0.608734982321039 0.937632332323119 0.203609089134261 0.126860544318333 0.713197379140183
9 37 0 4 0.410689776530489 0.950724098365754 0.876549711916596 0.819683281704783 0.49524376844056
35 12 0 3 0.147094690939412 0.660532301291823 0.837522525573149 0.246003416366875 0.81224536173977
18 9 4 19 0.935299803270027 0.0722865809220821 0.720627042464912 0.0970179655123502 0.654932544799522
19 23 0 8 0.301228899974376 0.826331578660756 0.28106337110512 0.163701453479007 0.360745880985633
21 23 2 4 0.0607205715496093 0.47954407799989 0.209990896750242 0.664355203974992 0.471931552048773
30 14 0 6 0.947726940037683 0.391228783410043 0.49415031960234 0.677428116789088 0.598357705632225
14 29 1 6 0.720596273429692 0.299122775672004 0.521752808243036 0.132951876148582 0.726199831115082
36 9 1 4 0.142294295597821 0.244308249559253 0.219831811729819 0.979523984715343 0.355999730993062
23 23 3 1 0.549284656066447 0.421810131752864 0.763106702361256 0.146612475626171 0.586478449869901
16 24 0 10 0.95409123855643 0.937770176911727 0.0245196530595422 0.941816753940657 0.516603587893769
18 27 3 2 0.585483353119344 0.264485116582364 0.711485945153981 0.700351744890213 0.593514689477161
34 15 0 1 0.404510281747207 0.568568754009902 0.840887599159032 0.567962903529406 0.888269584625959
37 13 0 0 0.64789347932674 0.202184567693621 0.930821072077379 0.246348989428952 0.867127555888146
34 12 0 4 0.319820617092773 0.192805626895279 0.662091647274792 0.340871532447636 0.831201369641349
29 16 2 3 0.307720010867342 0.718611745163798 0.269942219369113 0.839761945419014 0.161718111252412
33 16 0 1 0.219767631264403 0.313517895527184 0.21823346032761 0.921521466225386 0.331397745292634
31 19 0 0 0.369488865835592 0.138390127336606 0.867818171158433 0.515364887192845 0.926172455074266
33 14 3 0 0.984219203470275 0.0580306977499276 0.0245715517085046 0.888112198328599 0.925039121182635
29 20 0 1 0.154202300822362 0.931099641136825 0.850026724394411 0.704072203021497 0.636497538071126
21 26 0 3 0.0910439998842776 0.568338012089953 0.523933076998219 0.423762789694592 0.792909839423373
11 36 0 3 0.141906907781959 0.117770360549912 0.435462701832876 0.300269103376195 0.571746357949451
23 26 1 0 0.690007101511583 0.564794481499121 0.931294746464118 0.9633844406344 0.0393756863195449
26 2 13 9 0.619256483390927 0.540256182895973 0.164550395915285 0.124820596072823 0.287657243898138
25 18 0 7 0.891394117148593 0.819682518485934 0.378788392059505 0.680340532911941 0.480841588461772
11 37 0 2 0.672999092610553 0.70297950389795 0.138044937048107 0.81983914365992 0.43491375236772
29 16 5 0 0.737077737925574 0.567748373607174 0.149721077177674 0.216274821897969 0.932469887193292
24 22 2 2 0.521135725779459 0.721309266285971 0.676447247387841 0.594087179051712 0.645680585643277
20 2 3 25 0.65983844967559 0.752444213489071 0.562116155866534 0.161695930641145 0.000828963704407215
4 10 17 19 0.821805460145697 0.381422596750781 0.471648442791775 0.405526519520208 0.0195224108174443
16 15 12 7 0.786281551700085 0.28801028127782 0.811100168619305 0.238885099068284 0.296974569326267
41 7 0 2 0.979821917368099 0.531683327164501 0.962388532236218 0.527598845539615 0.273746197810397
23 27 0 0 0.439431536244228 0.259646071353927 0.515409884043038 0.670954801142216 0.829471339238808
26 23 0 1 0.31170220207423 0.83179031778127 0.703722769627348 0.907564970199019 0.721059422940016
